model,comparison,repeat_a,repeat_b,condition_a,condition_b,state_index,decision_date,regime,all_responses_valid_for_state,advice_disagreement,desired_disagreement,execution_disagreement,abstention_difference,exposure_difference,confidence_absolute_difference,reason_set_disagreement,citation_set_disagreement
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,868,2024-05-17,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,869,2024-05-18,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,870,2024-05-19,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,871,2024-05-20,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,872,2024-05-21,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,873,2024-05-22,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,874,2024-05-23,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,875,2024-05-24,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,876,2024-05-25,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,877,2024-05-26,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,878,2024-05-27,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,879,2024-05-28,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,880,2024-05-29,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,881,2024-05-30,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,882,2024-05-31,mix,True,1,1,1,-1,0.04999999999999999,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,883,2024-06-01,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,884,2024-06-02,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,885,2024-06-03,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,886,2024-06-04,mix,True,1,1,1,-1,0.04999999999999999,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,887,2024-06-05,mix,True,1,1,1,-1,0.04999999999999999,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,888,2024-06-06,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,889,2024-06-07,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,890,2024-06-08,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,891,2024-06-09,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,892,2024-06-10,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,893,2024-06-11,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,894,2024-06-12,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,895,2024-06-13,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,896,2024-06-14,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,897,2024-06-15,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,898,2024-06-16,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,899,2024-06-17,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,900,2024-06-18,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,901,2024-06-19,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,902,2024-06-20,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,903,2024-06-21,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,904,2024-06-22,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,905,2024-06-23,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,906,2024-06-24,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,907,2024-06-25,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,908,2024-06-26,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,909,2024-06-27,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,910,2024-06-28,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,911,2024-06-29,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,912,2024-06-30,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,913,2024-07-01,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,914,2024-07-02,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,915,2024-07-03,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,916,2024-07-04,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,917,2024-07-05,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,918,2024-07-06,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,919,2024-07-07,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,920,2024-07-08,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,921,2024-07-09,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,922,2024-07-10,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,923,2024-07-11,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,924,2024-07-12,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,925,2024-07-13,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,926,2024-07-14,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,927,2024-07-15,mix,True,1,1,1,-1,0.04999999999999999,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,928,2024-07-16,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,929,2024-07-17,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,930,2024-07-18,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,931,2024-07-19,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,932,2024-07-20,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,933,2024-07-21,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,934,2024-07-22,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,935,2024-07-23,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,936,2024-07-24,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,937,2024-07-25,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,938,2024-07-26,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,939,2024-07-27,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,940,2024-07-28,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,941,2024-07-29,mix,True,1,1,1,-1,0.04999999999999999,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,942,2024-07-30,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,943,2024-07-31,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,944,2024-08-01,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,945,2024-08-02,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,946,2024-08-03,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,947,2024-08-04,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,948,2024-08-05,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,949,2024-08-06,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,950,2024-08-07,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,951,2024-08-08,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,952,2024-08-09,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,953,2024-08-10,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,954,2024-08-11,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,955,2024-08-12,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,956,2024-08-13,mix,False,1,1,1,1,-0.04999999999999999,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,957,2024-08-14,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,958,2024-08-15,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,959,2024-08-16,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,960,2024-08-17,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,961,2024-08-18,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,962,2024-08-19,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,963,2024-08-20,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,964,2024-08-21,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,965,2024-08-22,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,966,2024-08-23,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,967,2024-08-24,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,968,2024-08-25,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,969,2024-08-26,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,970,2024-08-27,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,971,2024-08-28,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,972,2024-08-29,mix,True,1,1,1,-1,0.04999999999999999,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,973,2024-08-30,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,974,2024-08-31,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,975,2024-09-01,bear,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,976,2024-09-02,mix,False,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,977,2024-09-03,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,978,2024-09-04,mix,True,1,1,0,1,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,979,2024-09-05,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,980,2024-09-06,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,981,2024-09-07,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,982,2024-09-08,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,983,2024-09-09,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,984,2024-09-10,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,985,2024-09-11,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,986,2024-09-12,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,987,2024-09-13,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,988,2024-09-14,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,989,2024-09-15,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,990,2024-09-16,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,991,2024-09-17,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,992,2024-09-18,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,993,2024-09-19,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,994,2024-09-20,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,995,2024-09-21,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,996,2024-09-22,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,997,2024-09-23,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,998,2024-09-24,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,999,2024-09-25,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1000,2024-09-26,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1001,2024-09-27,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1002,2024-09-28,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1003,2024-09-29,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1004,2024-09-30,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1005,2024-10-01,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1006,2024-10-02,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1007,2024-10-03,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1008,2024-10-04,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1009,2024-10-05,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1010,2024-10-06,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1011,2024-10-07,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1012,2024-10-08,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1013,2024-10-09,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1014,2024-10-10,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1015,2024-10-11,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1016,2024-10-12,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1017,2024-10-13,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1018,2024-10-14,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1019,2024-10-15,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1020,2024-10-16,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1021,2024-10-17,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1022,2024-10-18,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1023,2024-10-19,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1024,2024-10-20,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1025,2024-10-21,mix,True,1,1,0,1,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1026,2024-10-22,mix,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1027,2024-10-23,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1028,2024-10-24,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1029,2024-10-25,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1030,2024-10-26,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1031,2024-10-27,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1032,2024-10-28,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1033,2024-10-29,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1034,2024-10-30,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1035,2024-10-31,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1036,2024-11-01,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1037,2024-11-02,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1038,2024-11-03,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1039,2024-11-04,mix,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1040,2024-11-05,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1041,2024-11-06,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1042,2024-11-07,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1043,2024-11-08,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1044,2024-11-09,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1045,2024-11-10,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1046,2024-11-11,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1047,2024-11-12,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1048,2024-11-13,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1049,2024-11-14,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1050,2024-11-15,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1051,2024-11-16,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1052,2024-11-17,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1053,2024-11-18,bull,True,0,0,0,0,0.0,0.0,1,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1054,2024-11-19,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1055,2024-11-20,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1056,2024-11-21,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1057,2024-11-22,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1058,2024-11-23,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1059,2024-11-24,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1060,2024-11-25,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1061,2024-11-26,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1062,2024-11-27,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1063,2024-11-28,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1064,2024-11-29,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1065,2024-11-30,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1066,2024-12-01,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1067,2024-12-02,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1068,2024-12-03,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1069,2024-12-04,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1070,2024-12-05,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1071,2024-12-06,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1072,2024-12-07,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1073,2024-12-08,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1074,2024-12-09,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1075,2024-12-10,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1076,2024-12-11,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1077,2024-12-12,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1078,2024-12-13,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1079,2024-12-14,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1080,2024-12-15,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1081,2024-12-16,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1082,2024-12-17,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1083,2024-12-18,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1084,2024-12-19,bull,True,0,0,0,0,0.0,0.0,0,0
qwen3-coder:30b,within_hidden,2,3,hidden,hidden,1085,2024-12-20,bull,True,0,0,0,0,0.0,0.0,0,0
